ds,y,is_weekend,month,disease_severity,location
2018-05-27,5,1,5,1.5,Ludhiana South
2018-05-28,4,0,5,1.4827586206896552,Ludhiana South
2018-05-29,6,0,5,1.5,Ludhiana South
2018-05-30,6,0,5,1.5,Ludhiana South
2018-05-31,4,0,5,1.4482758620689655,Ludhiana South
2018-06-01,10,0,6,1.4827586206896552,Ludhiana South
2018-06-02,11,1,6,1.4827586206896552,Ludhiana South
2018-06-03,5,1,6,1.5,Ludhiana South
2018-06-04,12,0,6,1.5,Ludhiana South
2018-06-05,4,0,6,1.4482758620689655,Ludhiana South
2018-06-06,5,0,6,1.5,Ludhiana South
2018-06-07,10,0,6,1.5,Ludhiana South
2018-06-08,4,0,6,1.5,Ludhiana South
2018-06-09,3,1,6,1.5,Ludhiana South
2018-06-10,2,1,6,1.5,Ludhiana South
2018-06-11,8,0,6,1.5,Ludhiana South
2018-06-12,3,0,6,1.4482758620689655,Ludhiana South
2018-06-13,7,0,6,1.4482758620689655,Ludhiana South
2018-06-14,8,0,6,1.5,Ludhiana South
2018-06-15,2,0,6,1.5,Ludhiana South
2018-06-16,4,1,6,1.5,Ludhiana South
2018-06-17,2,1,6,1.5,Ludhiana South
2018-06-18,3,0,6,1.5,Ludhiana South
2018-06-19,5,0,6,1.5,Ludhiana South
2018-06-20,2,0,6,1.4482758620689655,Ludhiana South
2018-06-21,4,0,6,1.5,Ludhiana South
2018-06-22,8,0,6,1.5,Ludhiana South
2018-06-23,4,1,6,1.4482758620689655,Ludhiana South
2018-06-24,2,1,6,1.5,Ludhiana South
2018-06-25,3,0,6,1.4285714285714286,Ludhiana South
2018-06-26,8,0,6,1.5,Ludhiana South
2018-06-27,3,0,6,1.5,Ludhiana South
2018-06-28,5,0,6,1.5,Ludhiana South
2018-06-29,5,0,6,1.5,Ludhiana South
2018-06-30,7,1,6,1.5,Ludhiana South
2018-07-01,3,1,7,1.5,Ludhiana South
2018-07-02,4,0,7,1.5,Ludhiana South
2018-07-03,1,0,7,1.3928571428571428,Ludhiana South
2018-07-04,2,0,7,1.4482758620689655,Ludhiana South
2018-07-05,8,0,7,1.5,Ludhiana South
2018-07-06,2,0,7,1.5,Ludhiana South
2018-07-07,8,1,7,1.5,Ludhiana South
2018-07-08,1,1,7,1.5,Ludhiana South
2018-07-09,5,0,7,1.4482758620689655,Ludhiana South
2018-07-10,9,0,7,1.5,Ludhiana South
2018-07-11,3,0,7,1.4482758620689655,Ludhiana South
2018-07-12,3,0,7,1.5,Ludhiana South
2018-07-13,1,0,7,1.5,Ludhiana South
2018-07-14,8,1,7,1.5,Ludhiana South
2018-07-15,3,1,7,1.5,Ludhiana South
2018-07-16,4,0,7,1.4482758620689655,Ludhiana South
2018-07-17,5,0,7,1.5,Ludhiana South
2018-07-18,3,0,7,1.5,Ludhiana South
2018-07-19,2,0,7,1.5,Ludhiana South
2018-07-20,8,0,7,1.5,Ludhiana South
2018-07-21,6,1,7,1.5,Ludhiana South
2018-07-22,4,1,7,1.5,Ludhiana South
2018-07-23,4,0,7,1.5,Ludhiana South
2018-07-24,5,0,7,1.4482758620689655,Ludhiana South
2018-07-25,5,0,7,1.4482758620689655,Ludhiana South
2018-07-26,3,0,7,1.5,Ludhiana South
2018-07-27,3,0,7,1.5,Ludhiana South
2018-07-28,3,1,7,1.5,Ludhiana South
2018-07-29,3,1,7,1.5,Ludhiana South
2018-07-30,4,0,7,1.5,Ludhiana South
2018-07-31,3,0,7,1.5,Ludhiana South
2018-08-01,4,0,8,1.5,Ludhiana South
2018-08-02,6,0,8,1.5,Ludhiana South
2018-08-03,7,0,8,1.5,Ludhiana South
2018-08-04,7,1,8,1.5,Ludhiana South
2018-08-05,5,1,8,1.5,Ludhiana South
2018-08-06,9,0,8,1.5,Ludhiana South
2018-08-07,2,0,8,1.3928571428571428,Ludhiana South
2018-08-08,2,0,8,1.5,Ludhiana South
2018-08-09,6,0,8,1.5,Ludhiana South
2018-08-10,7,0,8,1.5,Ludhiana South
2018-08-11,3,1,8,1.5,Ludhiana South
2018-08-12,5,1,8,1.5,Ludhiana South
2018-08-13,3,0,8,1.5,Ludhiana South
2018-08-14,2,0,8,1.5,Ludhiana South
2018-08-15,4,0,8,1.5,Ludhiana South
2018-08-16,6,0,8,1.5,Ludhiana South
2018-08-17,8,0,8,1.5,Ludhiana South
2018-08-18,6,1,8,1.5,Ludhiana South
2018-08-19,2,1,8,1.5,Ludhiana South
2018-08-20,8,0,8,1.5,Ludhiana South
2018-08-21,7,0,8,1.4482758620689655,Ludhiana South
2018-08-22,5,0,8,1.4482758620689655,Ludhiana South
2018-08-23,7,0,8,1.5,Ludhiana South
2018-08-24,3,0,8,1.4482758620689655,Ludhiana South
2018-08-25,7,1,8,1.5,Ludhiana South
2018-08-26,6,1,8,1.5,Ludhiana South
2018-08-27,5,0,8,1.4827586206896552,Ludhiana South
2018-08-28,5,0,8,1.4482758620689655,Ludhiana South
2018-08-29,3,0,8,1.5,Ludhiana South
2018-08-30,6,0,8,1.5,Ludhiana South
2018-08-31,3,0,8,1.4482758620689655,Ludhiana South
2018-09-01,5,1,9,1.5,Ludhiana South
2018-09-02,3,1,9,1.5,Ludhiana South
2018-09-03,6,0,9,1.4482758620689655,Ludhiana South
2018-09-04,5,0,9,1.4482758620689655,Ludhiana South
2018-09-05,5,0,9,1.5,Ludhiana South
2018-09-06,4,0,9,1.5,Ludhiana South
2018-09-07,4,0,9,1.4482758620689655,Ludhiana South
2018-09-08,7,1,9,1.5,Ludhiana South
2018-09-09,3,1,9,1.4482758620689655,Ludhiana South
2018-09-10,4,0,9,1.4482758620689655,Ludhiana South
2018-09-11,5,0,9,1.4482758620689655,Ludhiana South
2018-09-12,5,0,9,1.4482758620689655,Ludhiana South
2018-09-13,2,0,9,1.4482758620689655,Ludhiana South
2018-09-14,3,0,9,1.4482758620689655,Ludhiana South
2018-09-15,4,1,9,1.4482758620689655,Ludhiana South
2018-09-16,5,1,9,1.4482758620689655,Ludhiana South
2018-09-17,4,0,9,1.3928571428571428,Ludhiana South
2018-09-18,7,0,9,1.5,Ludhiana South
2018-09-19,5,0,9,1.5,Ludhiana South
2018-09-20,4,0,9,1.4482758620689655,Ludhiana South
2018-09-21,8,0,9,1.5,Ludhiana South
2018-09-22,3,1,9,1.5,Ludhiana South
2018-09-23,3,1,9,1.4482758620689655,Ludhiana South
2018-09-24,4,0,9,1.5,Ludhiana South
2018-09-25,2,0,9,1.3928571428571428,Ludhiana South
2018-09-26,3,0,9,1.4482758620689655,Ludhiana South
2018-09-27,4,0,9,1.5,Ludhiana South
2018-09-28,3,0,9,1.4482758620689655,Ludhiana South
2018-09-29,7,1,9,1.5,Ludhiana South
2018-09-30,4,1,9,1.5,Ludhiana South
2018-10-01,4,0,10,1.4482758620689655,Ludhiana South
2018-10-02,4,0,10,1.3928571428571428,Ludhiana South
2018-10-03,4,0,10,1.4482758620689655,Ludhiana South
2018-10-04,3,0,10,1.4482758620689655,Ludhiana South
2018-10-05,3,0,10,1.5,Ludhiana South
2018-10-06,6,1,10,1.5,Ludhiana South
2018-10-07,3,1,10,1.4482758620689655,Ludhiana South
2018-10-08,8,0,10,1.5,Ludhiana South
2018-10-09,1,0,10,1.4482758620689655,Ludhiana South
2018-10-10,5,0,10,1.5,Ludhiana South
2018-10-11,3,0,10,1.3928571428571428,Ludhiana South
2018-10-12,3,0,10,1.5,Ludhiana South
2018-10-13,4,1,10,1.4482758620689655,Ludhiana South
2018-10-14,2,1,10,1.5,Ludhiana South
2018-10-15,3,0,10,1.4482758620689655,Ludhiana South
2018-10-16,6,0,10,1.4482758620689655,Ludhiana South
2018-10-17,7,0,10,1.4482758620689655,Ludhiana South
2018-10-18,4,0,10,1.4482758620689655,Ludhiana South
2018-10-19,4,0,10,1.4482758620689655,Ludhiana South
2018-10-20,6,1,10,1.5,Ludhiana South
2018-10-21,3,1,10,1.4482758620689655,Ludhiana South
2018-10-22,7,0,10,1.5,Ludhiana South
2018-10-23,4,0,10,1.5,Ludhiana South
2018-10-24,6,0,10,1.5,Ludhiana South
2018-10-25,7,0,10,1.5,Ludhiana South
2018-10-26,2,0,10,1.4482758620689655,Ludhiana South
2018-10-27,6,1,10,1.5,Ludhiana South
2018-10-28,6,1,10,1.5,Ludhiana South
2018-10-29,5,0,10,1.4482758620689655,Ludhiana South
2018-10-30,6,0,10,1.5,Ludhiana South
2018-10-31,6,0,10,1.4482758620689655,Ludhiana South
2018-11-01,7,0,11,1.5,Ludhiana South
2018-11-02,7,0,11,1.5,Ludhiana South
2018-11-03,6,1,11,1.4482758620689655,Ludhiana South
2018-11-04,3,1,11,1.5,Ludhiana South
2018-11-05,12,0,11,1.5,Ludhiana South
2018-11-06,7,0,11,1.5,Ludhiana South
2018-11-07,3,0,11,1.4482758620689655,Ludhiana South
2018-11-08,5,0,11,1.5,Ludhiana South
2018-11-09,6,0,11,1.5,Ludhiana South
2018-11-10,6,1,11,1.5,Ludhiana South
2018-11-11,5,1,11,1.5,Ludhiana South
2018-11-12,5,0,11,1.4482758620689655,Ludhiana South
2018-11-13,5,0,11,1.4285714285714286,Ludhiana South
2018-11-14,3,0,11,1.5,Ludhiana South
2018-11-15,2,0,11,1.4482758620689655,Ludhiana South
2018-11-16,8,0,11,1.5,Ludhiana South
2018-11-17,2,1,11,1.5,Ludhiana South
2018-11-18,6,1,11,1.5,Ludhiana South
2018-11-19,1,0,11,1.4285714285714286,Ludhiana South
2018-11-20,8,0,11,1.4482758620689655,Ludhiana South
2018-11-21,6,0,11,1.4482758620689655,Ludhiana South
2018-11-22,9,0,11,1.5,Ludhiana South
2018-11-23,3,0,11,1.5,Ludhiana South
2018-11-24,10,1,11,1.5,Ludhiana South
2018-11-25,5,1,11,1.4482758620689655,Ludhiana South
2018-11-26,1,0,11,1.3928571428571428,Ludhiana South
2018-11-27,6,0,11,1.5,Ludhiana South
2018-11-28,5,0,11,1.4482758620689655,Ludhiana South
2018-11-29,4,0,11,1.4482758620689655,Ludhiana South
2018-11-30,9,0,11,1.5,Ludhiana South
2018-12-01,5,1,12,1.5,Ludhiana South
2018-12-02,7,1,12,1.5,Ludhiana South
2018-12-03,11,0,12,1.4482758620689655,Ludhiana South
2018-12-04,3,0,12,1.4482758620689655,Ludhiana South
2018-12-05,2,0,12,1.3928571428571428,Ludhiana South
2018-12-06,6,0,12,1.5,Ludhiana South
2018-12-07,6,0,12,1.4482758620689655,Ludhiana South
2018-12-08,3,1,12,1.4482758620689655,Ludhiana South
2018-12-09,5,1,12,1.5,Ludhiana South
2018-12-10,6,0,12,1.4482758620689655,Ludhiana South
2018-12-11,3,0,12,1.5,Ludhiana South
2018-12-12,3,0,12,1.4482758620689655,Ludhiana South
2018-12-13,6,0,12,1.5,Ludhiana South
2018-12-14,4,0,12,1.5,Ludhiana South
2018-12-15,1,1,12,1.3928571428571428,Ludhiana South
2018-12-16,2,1,12,1.5,Ludhiana South
2018-12-17,2,0,12,1.3928571428571428,Ludhiana South
2018-12-18,3,0,12,1.4482758620689655,Ludhiana South
2018-12-19,3,0,12,1.4482758620689655,Ludhiana South
2018-12-20,3,0,12,1.4482758620689655,Ludhiana South
2018-12-21,3,0,12,1.5,Ludhiana South
2018-12-22,5,1,12,1.5,Ludhiana South
2018-12-23,4,1,12,1.5,Ludhiana South
2018-12-24,4,0,12,1.4482758620689655,Ludhiana South
2018-12-25,9,0,12,1.5,Ludhiana South
2018-12-26,4,0,12,1.4827586206896552,Ludhiana South
2018-12-27,4,0,12,1.5,Ludhiana South
2018-12-28,8,0,12,1.5,Ludhiana South
2018-12-29,8,1,12,1.5,Ludhiana South
2018-12-30,7,1,12,1.5,Ludhiana South
2018-12-31,7,0,12,1.5,Ludhiana South
2019-01-01,7,0,1,1.4482758620689655,Ludhiana South
2019-01-02,7,0,1,1.4482758620689655,Ludhiana South
2019-01-03,10,0,1,1.4482758620689655,Ludhiana South
2019-01-04,6,0,1,1.4482758620689655,Ludhiana South
2019-01-05,6,1,1,1.5,Ludhiana South
2019-01-06,8,1,1,1.5,Ludhiana South
2019-01-07,7,0,1,1.5,Ludhiana South
2019-01-08,7,0,1,1.4482758620689655,Ludhiana South
2019-01-09,8,0,1,1.5,Ludhiana South
2019-01-10,4,0,1,1.5,Ludhiana South
2019-01-11,5,0,1,1.5,Ludhiana South
2019-01-12,5,1,1,1.5,Ludhiana South
2019-01-13,4,1,1,1.4482758620689655,Ludhiana South
2019-01-14,8,0,1,1.5,Ludhiana South
2019-01-15,5,0,1,1.4482758620689655,Ludhiana South
2019-01-16,8,0,1,1.5,Ludhiana South
2019-01-17,4,0,1,1.4482758620689655,Ludhiana South
2019-01-18,2,0,1,1.4482758620689655,Ludhiana South
2019-01-19,1,1,1,1.3928571428571428,Ludhiana South
2019-01-20,3,1,1,1.5,Ludhiana South
2019-01-21,0,0,1,1.3928571428571428,Ludhiana South
2019-01-22,6,0,1,1.5,Ludhiana South
2019-01-23,4,0,1,1.4482758620689655,Ludhiana South
2019-01-24,6,0,1,1.4482758620689655,Ludhiana South
2019-01-25,8,0,1,1.4482758620689655,Ludhiana South
2019-01-26,2,1,1,1.4482758620689655,Ludhiana South
2019-01-27,2,1,1,1.5,Ludhiana South
2019-01-28,3,0,1,1.3928571428571428,Ludhiana South
2019-01-29,4,0,1,1.4482758620689655,Ludhiana South
2019-01-30,10,0,1,1.5,Ludhiana South
2019-01-31,3,0,1,1.3928571428571428,Ludhiana South
2019-02-01,6,0,2,1.5,Ludhiana South
2019-02-02,4,1,2,1.4482758620689655,Ludhiana South
2019-02-03,4,1,2,1.5,Ludhiana South
2019-02-04,5,0,2,1.3928571428571428,Ludhiana South
2019-02-05,2,0,2,1.3928571428571428,Ludhiana South
2019-02-06,3,0,2,1.4482758620689655,Ludhiana South
2019-02-07,7,0,2,1.4482758620689655,Ludhiana South
2019-02-08,2,0,2,1.5,Ludhiana South
2019-02-09,4,1,2,1.5,Ludhiana South
2019-02-10,5,1,2,1.5,Ludhiana South
2019-02-11,2,0,2,1.3928571428571428,Ludhiana South
2019-02-12,6,0,2,1.5,Ludhiana South
2019-02-13,5,0,2,1.4482758620689655,Ludhiana South
2019-02-14,5,0,2,1.4482758620689655,Ludhiana South
2019-02-15,2,0,2,1.3928571428571428,Ludhiana South
2019-02-16,4,1,2,1.4482758620689655,Ludhiana South
2019-02-17,6,1,2,1.5,Ludhiana South
2019-02-18,4,0,2,1.4482758620689655,Ludhiana South
2019-02-19,4,0,2,1.4482758620689655,Ludhiana South
2019-02-20,2,0,2,1.3928571428571428,Ludhiana South
2019-02-21,6,0,2,1.3928571428571428,Ludhiana South
2019-02-22,6,0,2,1.4482758620689655,Ludhiana South
2019-02-23,1,1,2,1.4482758620689655,Ludhiana South
2019-02-24,3,1,2,1.4482758620689655,Ludhiana South
2019-02-25,3,0,2,1.3928571428571428,Ludhiana South
2019-02-26,2,0,2,1.3928571428571428,Ludhiana South
2019-02-27,5,0,2,1.4482758620689655,Ludhiana South
2019-02-28,6,0,2,1.4482758620689655,Ludhiana South
2019-03-01,8,0,3,1.5,Ludhiana South
2019-03-02,4,1,3,1.4482758620689655,Ludhiana South
2019-03-03,5,1,3,1.4482758620689655,Ludhiana South
2019-03-04,3,0,3,1.4482758620689655,Ludhiana South
2019-03-05,7,0,3,1.4482758620689655,Ludhiana South
2019-03-06,2,0,3,1.4482758620689655,Ludhiana South
2019-03-07,1,0,3,1.3928571428571428,Ludhiana South
2019-03-08,1,0,3,1.4482758620689655,Ludhiana South
2019-03-09,4,1,3,1.5,Ludhiana South
2019-03-10,6,1,3,1.5,Ludhiana South
2019-03-11,5,0,3,1.5,Ludhiana South
2019-03-12,3,0,3,1.3928571428571428,Ludhiana South
2019-03-13,7,0,3,1.5,Ludhiana South
2019-03-14,7,0,3,1.5,Ludhiana South
2019-03-15,3,0,3,1.3928571428571428,Ludhiana South
2019-03-16,6,1,3,1.5,Ludhiana South
2019-03-17,1,1,3,1.3928571428571428,Ludhiana South
2019-03-18,1,0,3,1.3928571428571428,Ludhiana South
2019-03-19,4,0,3,1.4482758620689655,Ludhiana South
2019-03-20,2,0,3,1.5,Ludhiana South
2019-03-21,3,0,3,1.4482758620689655,Ludhiana South
2019-03-22,8,0,3,1.5,Ludhiana South
2019-03-23,4,1,3,1.4482758620689655,Ludhiana South
2019-03-24,2,1,3,1.5,Ludhiana South
2019-03-25,8,0,3,1.5,Ludhiana South
2019-03-26,5,0,3,1.5,Ludhiana South
2019-03-27,11,0,3,1.5,Ludhiana South
2019-03-28,6,0,3,1.3928571428571428,Ludhiana South
2019-03-29,4,0,3,1.4482758620689655,Ludhiana South
2019-03-30,3,1,3,1.5,Ludhiana South
2019-03-31,1,1,3,1.5,Ludhiana South
2019-04-01,1,0,4,1.5,Ludhiana South
2019-04-02,1,0,4,1.5,Ludhiana South
2019-04-03,2,0,4,1.5,Ludhiana South
2019-04-04,2,0,4,1.5,Ludhiana South
2019-04-05,2,0,4,1.5,Ludhiana South
2019-04-06,2,1,4,1.5,Ludhiana South
2019-04-07,2,1,4,1.5,Ludhiana South
2019-04-08,2,0,4,1.5,Ludhiana South
2019-04-09,2,0,4,1.5,Ludhiana South
2019-04-10,2,0,4,1.5,Ludhiana South
2019-04-11,2,0,4,1.5,Ludhiana South
2019-04-12,2,0,4,1.5,Ludhiana South
2019-04-13,2,1,4,1.5,Ludhiana South
2019-04-14,2,1,4,1.5,Ludhiana South
2019-04-15,2,0,4,1.5,Ludhiana South
2019-04-16,2,0,4,1.5,Ludhiana South
2019-04-17,2,0,4,1.5,Ludhiana South
2019-04-18,3,0,4,1.5,Ludhiana South
2019-04-19,3,0,4,1.5,Ludhiana South
2019-04-20,3,1,4,1.5,Ludhiana South
2019-04-21,3,1,4,1.5,Ludhiana South
2019-04-22,3,0,4,1.5,Ludhiana South
2019-04-23,3,0,4,1.5,Ludhiana South
2019-04-24,3,0,4,1.5,Ludhiana South
2019-04-25,3,0,4,1.5,Ludhiana South
2019-04-26,3,0,4,1.5,Ludhiana South
2019-04-27,3,1,4,1.5,Ludhiana South
2019-04-28,3,1,4,1.5,Ludhiana South
2019-04-29,3,0,4,1.5,Ludhiana South
2019-04-30,3,0,4,1.5,Ludhiana South
2019-05-01,3,0,5,1.5,Ludhiana South
2019-05-02,0,0,5,1.5,Ludhiana South
2019-05-03,1,0,5,1.5,Ludhiana South
2019-05-04,1,1,5,1.5,Ludhiana South
2019-05-05,1,1,5,1.5,Ludhiana South
2019-05-06,1,0,5,1.5,Ludhiana South
2019-05-07,1,0,5,1.5,Ludhiana South
2019-05-08,1,0,5,1.5,Ludhiana South
2019-05-09,1,0,5,1.5,Ludhiana South
2019-05-10,1,0,5,1.5,Ludhiana South
2019-05-11,1,1,5,1.5,Ludhiana South
2019-05-12,1,1,5,1.5,Ludhiana South
2019-05-13,1,0,5,1.5,Ludhiana South
2019-05-14,1,0,5,1.5,Ludhiana South
2019-05-15,1,0,5,1.5,Ludhiana South
2019-05-16,1,0,5,1.5,Ludhiana South
2019-05-17,1,0,5,1.5,Ludhiana South
2019-05-18,1,1,5,1.5,Ludhiana South
2019-05-19,1,1,5,1.5,Ludhiana South
2019-05-20,1,0,5,1.5,Ludhiana South
2019-05-21,1,0,5,1.5,Ludhiana South
2019-05-22,1,0,5,1.5,Ludhiana South
2019-05-23,1,0,5,1.5,Ludhiana South
2019-05-24,1,0,5,1.5,Ludhiana South
2019-05-25,1,1,5,1.5,Ludhiana South
2019-05-26,1,1,5,1.5,Ludhiana South
2019-05-27,1,0,5,1.5,Ludhiana South
2019-05-28,1,0,5,1.5,Ludhiana South
2019-05-29,1,0,5,1.5,Ludhiana South
2019-05-30,1,0,5,1.5,Ludhiana South
2019-05-31,1,0,5,1.5,Ludhiana South
2019-06-01,1,1,6,1.5,Ludhiana South
2019-06-02,1,1,6,1.5,Ludhiana South
2019-06-03,0,0,6,1.5,Ludhiana South
2019-06-04,0,0,6,1.5,Ludhiana South
2019-06-05,0,0,6,1.5,Ludhiana South
2019-06-06,0,0,6,1.5,Ludhiana South
2019-06-07,0,0,6,1.5,Ludhiana South
2019-06-08,0,1,6,1.5,Ludhiana South
2019-06-09,0,1,6,1.5,Ludhiana South
2019-06-10,0,0,6,1.5,Ludhiana South
2019-06-11,0,0,6,1.5,Ludhiana South
2019-06-12,0,0,6,1.5,Ludhiana South
2019-06-13,0,0,6,1.5,Ludhiana South
2019-06-14,0,0,6,1.5,Ludhiana South
2019-06-15,0,1,6,1.5,Ludhiana South
2019-06-16,0,1,6,1.5,Ludhiana South
2019-06-17,0,0,6,1.5,Ludhiana South
2019-06-18,1,0,6,1.5,Ludhiana South
2019-06-19,1,0,6,1.5,Ludhiana South
2019-06-20,1,0,6,1.5,Ludhiana South
2019-06-21,1,0,6,1.5,Ludhiana South
2019-06-22,1,1,6,1.5,Ludhiana South
2019-06-23,1,1,6,1.5,Ludhiana South
2019-06-24,1,0,6,1.5,Ludhiana South
2019-06-25,1,0,6,1.5,Ludhiana South
2019-06-26,1,0,6,1.5,Ludhiana South
2019-06-27,1,0,6,1.5,Ludhiana South
2019-06-28,1,0,6,1.5,Ludhiana South
2019-06-29,1,1,6,1.5,Ludhiana South
2019-06-30,1,1,6,1.5,Ludhiana South
2019-07-01,1,0,7,1.5,Ludhiana South
2019-07-02,1,0,7,1.5,Ludhiana South
2019-07-03,0,0,7,1.5,Ludhiana South
2019-07-04,0,0,7,1.5,Ludhiana South
2019-07-05,0,0,7,1.5,Ludhiana South
2019-07-06,0,1,7,1.5,Ludhiana South
2019-07-07,0,1,7,1.5,Ludhiana South
2019-07-08,1,0,7,1.5,Ludhiana South
2019-07-09,1,0,7,1.5,Ludhiana South
2019-07-10,1,0,7,1.5,Ludhiana South
2019-07-11,1,0,7,1.5,Ludhiana South
2019-07-12,1,0,7,1.5,Ludhiana South
2019-07-13,1,1,7,1.5,Ludhiana South
2019-07-14,1,1,7,1.5,Ludhiana South
2019-07-15,1,0,7,1.5,Ludhiana South
2019-07-16,1,0,7,1.5,Ludhiana South
2019-07-17,1,0,7,1.5,Ludhiana South
2019-07-18,2,0,7,1.5,Ludhiana South
2019-07-19,2,0,7,1.5,Ludhiana South
2019-07-20,2,1,7,1.5,Ludhiana South
2019-07-21,2,1,7,1.5,Ludhiana South
2019-07-22,2,0,7,1.5,Ludhiana South
2019-07-23,2,0,7,1.5,Ludhiana South
2019-07-24,2,0,7,1.5,Ludhiana South
2019-07-25,2,0,7,1.5,Ludhiana South
2019-07-26,2,0,7,1.5,Ludhiana South
2019-07-27,2,1,7,1.5,Ludhiana South
2019-07-28,3,1,7,1.5,Ludhiana South
2019-07-29,3,0,7,1.5,Ludhiana South
2019-07-30,3,0,7,1.5,Ludhiana South
2019-07-31,3,0,7,1.5,Ludhiana South
2019-08-01,3,0,8,1.5,Ludhiana South
2019-08-02,0,0,8,1.5,Ludhiana South
2019-08-03,0,1,8,1.5,Ludhiana South
2019-08-04,0,1,8,1.5,Ludhiana South
2019-08-05,0,0,8,1.5,Ludhiana South
2019-08-06,0,0,8,1.5,Ludhiana South
2019-08-07,0,0,8,1.5,Ludhiana South
2019-08-08,0,0,8,1.5,Ludhiana South
2019-08-09,0,0,8,1.5,Ludhiana South
2019-08-10,1,1,8,1.5,Ludhiana South
2019-08-11,1,1,8,1.5,Ludhiana South
2019-08-12,1,0,8,1.5,Ludhiana South
2019-08-13,1,0,8,1.5,Ludhiana South
2019-08-14,1,0,8,1.5,Ludhiana South
2019-08-15,1,0,8,1.5,Ludhiana South
2019-08-16,1,0,8,1.5,Ludhiana South
2019-08-17,1,1,8,1.5,Ludhiana South
2019-08-18,1,1,8,1.5,Ludhiana South
2019-08-19,1,0,8,1.5,Ludhiana South
2019-08-20,1,0,8,1.5,Ludhiana South
2019-08-21,1,0,8,1.5,Ludhiana South
2019-08-22,1,0,8,1.5,Ludhiana South
2019-08-23,1,0,8,1.5,Ludhiana South
2019-08-24,1,1,8,1.5,Ludhiana South
2019-08-25,2,1,8,1.5,Ludhiana South
2019-08-26,2,0,8,1.5,Ludhiana South
2019-08-27,2,0,8,1.5,Ludhiana South
2019-08-28,2,0,8,1.5,Ludhiana South
2019-08-29,2,0,8,1.5,Ludhiana South
2019-08-30,2,0,8,1.5,Ludhiana South
2019-08-31,2,1,8,1.5,Ludhiana South
2019-09-01,2,1,9,1.5,Ludhiana South
2019-09-02,1,0,9,1.5,Ludhiana South
2019-09-03,1,0,9,1.5,Ludhiana South
2019-09-04,1,0,9,1.5,Ludhiana South
2019-09-05,1,0,9,1.5,Ludhiana South
2019-09-06,1,0,9,1.5,Ludhiana South
2019-09-07,1,1,9,1.5,Ludhiana South
2019-09-08,1,1,9,1.5,Ludhiana South
2019-09-09,1,0,9,1.5,Ludhiana South
2019-09-10,1,0,9,1.5,Ludhiana South
2019-09-11,1,0,9,1.5,Ludhiana South
2019-09-12,1,0,9,1.5,Ludhiana South
2019-09-13,1,0,9,1.5,Ludhiana South
2019-09-14,1,1,9,1.5,Ludhiana South
2019-09-15,1,1,9,1.5,Ludhiana South
2019-09-16,1,0,9,1.5,Ludhiana South
2019-09-17,0,0,9,1.5,Ludhiana South
2019-09-18,0,0,9,1.5,Ludhiana South
2019-09-19,0,0,9,1.5,Ludhiana South
2019-09-20,0,0,9,1.5,Ludhiana South
2019-09-21,0,1,9,1.5,Ludhiana South
2019-09-22,0,1,9,1.5,Ludhiana South
2019-09-23,0,0,9,1.5,Ludhiana South
2019-09-24,0,0,9,1.5,Ludhiana South
2019-09-25,0,0,9,1.5,Ludhiana South
2019-09-26,0,0,9,1.5,Ludhiana South
2019-09-27,0,0,9,1.5,Ludhiana South
2019-09-28,0,1,9,1.5,Ludhiana South
2019-09-29,0,1,9,1.5,Ludhiana South
2019-09-30,0,0,9,1.5,Ludhiana South
2019-10-01,0,0,10,1.5,Ludhiana South
2019-10-02,2,0,10,1.5,Ludhiana South
2019-10-03,2,0,10,1.5,Ludhiana South
2019-10-04,2,0,10,1.5,Ludhiana South
2019-10-05,2,1,10,1.5,Ludhiana South
2019-10-06,2,1,10,1.5,Ludhiana South
2019-10-07,2,0,10,1.5,Ludhiana South
2019-10-08,2,0,10,1.5,Ludhiana South
2019-10-09,2,0,10,1.5,Ludhiana South
2019-10-10,1,0,10,1.5,Ludhiana South
2019-10-11,1,0,10,1.5,Ludhiana South
2019-10-12,1,1,10,1.5,Ludhiana South
2019-10-13,1,1,10,1.5,Ludhiana South
2019-10-14,1,0,10,1.5,Ludhiana South
2019-10-15,1,0,10,1.5,Ludhiana South
2019-10-16,1,0,10,1.5,Ludhiana South
2019-10-17,1,0,10,1.5,Ludhiana South
2019-10-18,1,0,10,1.5,Ludhiana South
2019-10-19,1,1,10,1.5,Ludhiana South
2019-10-20,1,1,10,1.5,Ludhiana South
2019-10-21,1,0,10,1.5,Ludhiana South
2019-10-22,1,0,10,1.5,Ludhiana South
2019-10-23,1,0,10,1.5,Ludhiana South
2019-10-24,1,0,10,1.5,Ludhiana South
2019-10-25,0,0,10,1.5,Ludhiana South
2019-10-26,0,1,10,1.5,Ludhiana South
2019-10-27,0,1,10,1.5,Ludhiana South
2019-10-28,0,0,10,1.5,Ludhiana South
2019-10-29,0,0,10,1.5,Ludhiana South
2019-10-30,0,0,10,1.5,Ludhiana South
2019-10-31,0,0,10,1.5,Ludhiana South
2019-11-01,0,0,11,1.5,Ludhiana South
2019-11-02,0,1,11,1.5,Ludhiana South
2019-11-03,0,1,11,1.5,Ludhiana South
2019-11-04,0,0,11,1.5,Ludhiana South
2019-11-05,0,0,11,1.5,Ludhiana South
2019-11-06,0,0,11,1.5,Ludhiana South
2019-11-07,0,0,11,1.5,Ludhiana South
2019-11-08,0,0,11,1.5,Ludhiana South
